n70,g95,g32
n6,g35,g96
n4,g52,g82
n22,g59,g37
n21,g40,g27
n60,g17,g80
n79,g8,g73
n74,g47,g85
n69,g22,g26
n28,g37,g87
n14,g66,g36
n45,g10,g12
n89,g6,g18
n5,g85,g40
n23,g98,g35
n24,g2,g20
n17,g87,g20
n54,g23,g64
n77,g86,g95
n63,g5,g74
n9,g79,g5
n25,g69,g30
n87,g49,g87
n10,g78,g79
n68,g71,g10
n34,g24,g34
n72,g26,g66
n73,g64,g39
n55,g51,g75
n44,g88,g50
n16,g36,g10
n80,g6,g76
n81,g15,g67
n75,g49,g78
n66,g37,g71
n47,g9,g45
n52,g94,g6
n59,g23,g94
n57,g23,g59
n71,g17,g69
n37,g86,g16
n31,g14,g19
n19,g3,g24
n46,g83,g11
n65,g18,g33
n85,g94,g81
n1,g32,g70
n84,g42,g51
n32,g62,g38
n26,g14,g0
n20,g8,g89
n53,g55,g71
n56,g93,g87
n76,g92,g84
n38,g40,g73
n13,g82,g44
n67,g11,g20
n41,g57,g3
n18,g16,g38
n11,g4,g85
n30,g83,g72
n35,g69,g80
n8,g79,g44
n83,g2,g93
n39,g88,g29
n33,g54,g12
n27,g58,g84
n50,g13,g82
n12,g69,g53
n82,g16,g97
n0,g25,g17
n43,g4,g64
n58,g11,g37
n36,g34,g79
n42,g49,g7
n61,g92,g21
n78,g51,g26
n3,g50,g28
n29,g19,g62
n49,g84,g50
n88,g80,g78
n86,g34,g97
n62,g19,g33
n40,g74,g4
n51,g64,g10
n7,g35,g82
n15,g28,g35
n48,g50,g4
n64,g41,g67
n2,g89,g67
