n0,g15,g8
n1,g51,g93
n2,g93,g72
n3,g57,g75
n4,g21,g45
n5,g84,g86
n6,g73,g28
n7,g30,g6
n8,g59,g12
n9,g51,g2
n10,g46,g62
n11,g57,g93
n12,g74,g33
n13,g29,g17
n14,g59,g72
n15,g5,g99
n16,g80,g76
n17,g23,g98
n18,g17,g0
n19,g4,g51
n20,g97,g36
n21,g57,g88
n22,g81,g70
n23,g62,g6
n24,g51,g54
n25,g20,g38
n26,g32,g45
n27,g79,g23
n28,g28,g80
n29,g21,g55
n30,g1,g4
n31,g48,g6
n32,g33,g91
n33,g5,g24
n34,g29,g85
n35,g57,g35
n36,g24,g59
n37,g71,g85
n38,g3,g71
n39,g85,g19
n40,g81,g62
n41,g81,g79
n42,g1,g89
n43,g5,g6
n44,g65,g53
n45,g28,g13
n46,g59,g82
n47,g8,g18
n48,g37,g9
n49,g23,g38
n50,g40,g34
n51,g2,g82
n52,g26,g17
n53,g37,g1
n54,g35,g28
n55,g20,g13
n56,g55,g4
n57,g30,g56
n58,g94,g9
n59,g43,g60
n60,g29,g16
n61,g25,g62
n62,g58,g43
n63,g71,g30
n64,g46,g76
n65,g1,g61
n66,g95,g75
