n70,g23,g94
n65,g16,g72
n6,g43,g93
n35,g47,g28
n4,g60,g88
n32,g48,g75
n72,g21,g11
n74,g46,g58
n26,g72,g98
n21,g26,g87
n60,g37,g34
n20,g50,g21
n73,g49,g98
n51,g52,g83
n69,g87,g44
n71,g68,g70
n28,g36,g1
n77,g74,g66
n14,g66,g39
n45,g28,g4
n39,g85,g33
n5,g86,g81
n23,g73,g43
n24,g95,g16
n54,g82,g30
n16,g26,g9
n17,g53,g55
n18,g56,g26
n63,g74,g24
n9,g6,g57
n25,g68,g64
n30,g95,g83
n31,g74,g77
n10,g43,g99
n43,g38,g90
n68,g82,g47
n34,g37,g97
n8,g62,g55
n53,g24,g26
n55,g35,g3
n38,g39,g41
n33,g22,g78
n62,g5,g4
n11,g7,g90
n27,g4,g27
n50,g16,g69
n44,g97,g1
n12,g52,g43
n67,g82,g6
n75,g59,g34
n0,g44,g37
n22,g14,g36
n58,g46,g66
n36,g92,g55
n42,g61,g35
n61,g3,g59
n78,g5,g9
n3,g19,g71
n29,g97,g49
n47,g94,g55
n49,g89,g5
n52,g13,g12
n59,g65,g81
n57,g64,g89
n66,g38,g31
n37,g74,g23
n13,g58,g16
n40,g93,g34
n19,g84,g17
n46,g19,g43
n7,g49,g0
n15,g55,g81
n48,g82,g19
n41,g66,g99
n76,g52,g4
n64,g91,g20
n56,g76,g22
n2,g97,g26
n1,g83,g54
