n0,g52,g0
n1,g47,g9
n2,g89,g2
n3,g2,g88
n4,g78,g35
n5,g40,g1
n6,g94,g6
n7,g96,g33
n8,g55,g86
n9,g73,g78
n10,g92,g79
n11,g12,g39
n12,g85,g98
n13,g67,g38
n14,g28,g52
n15,g11,g49
n16,g48,g56
n17,g77,g65
n18,g60,g1
n19,g53,g2
n20,g33,g17
n21,g53,g54
n22,g1,g29
n23,g41,g75
n24,g61,g2
n25,g96,g57
n26,g23,g25
n27,g61,g22
n28,g7,g50
n29,g74,g44
n30,g91,g36
n31,g54,g22
n32,g44,g48
n33,g8,g28
n34,g44,g41
n35,g22,g26
n36,g31,g77
n37,g98,g4
n38,g23,g98
n39,g3,g47
n40,g99,g67
n41,g29,g7
n42,g85,g79
n43,g89,g47
n44,g84,g29
n45,g20,g69
n46,g46,g96
n47,g37,g29
n48,g59,g36
n49,g70,g31
n50,g1,g24
n51,g87,g77
n52,g47,g36
n53,g10,g60
n54,g89,g82
n55,g15,g74
n56,g60,g23
n57,g55,g53
n58,g87,g2
n59,g70,g87
n60,g83,g73
n61,g61,g79
