n70,g20,g7
n65,g10,g96
n6,g27,g60
n35,g66,g21
n4,g44,g97
n32,g58,g49
n72,g60,g76
n74,g73,g63
n26,g68,g38
n21,g7,g42
n60,g46,g35
n20,g79,g72
n73,g49,g66
n51,g2,g18
n69,g1,g92
n71,g98,g33
n28,g88,g22
n77,g12,g19
n14,g19,g62
n45,g67,g23
n39,g89,g51
n5,g63,g13
n23,g72,g91
n24,g1,g32
n54,g18,g72
n16,g83,g44
n17,g39,g13
n18,g58,g48
n63,g76,g0
n9,g50,g53
n25,g77,g12
n30,g84,g89
n31,g62,g49
n10,g25,g33
n43,g65,g14
n68,g56,g92
n34,g45,g43
n8,g56,g60
n53,g6,g15
n55,g10,g28
n38,g22,g73
n33,g9,g48
n62,g60,g87
n11,g16,g15
n27,g81,g18
n50,g62,g53
n44,g44,g8
n12,g18,g16
n67,g70,g1
n75,g80,g78
n0,g55,g79
n22,g48,g43
n58,g23,g21
n36,g31,g8
n42,g15,g1
n61,g96,g67
n78,g7,g37
n3,g70,g19
n29,g76,g11
n47,g24,g35
n49,g77,g21
n52,g36,g16
n59,g26,g64
n57,g54,g70
n66,g94,g95
n37,g6,g3
n13,g90,g69
n40,g28,g68
n19,g68,g47
n46,g13,g0
n7,g26,g41
n15,g27,g64
n48,g7,g95
n41,g88,g3
n76,g29,g73
n64,g49,g43
n56,g32,g4
n2,g49,g96
n1,g65,g26
