n70,g35,g41
n65,g61,g38
n6,g66,g33
n35,g18,g70
n4,g9,g33
n32,g52,g7
n72,g75,g30
n74,g41,g74
n26,g68,g8
n21,g4,g26
n60,g63,g86
n20,g6,g21
n73,g51,g6
n51,g14,g65
n69,g64,g37
n71,g15,g63
n28,g79,g31
n14,g88,g86
n45,g67,g10
n39,g19,g20
n5,g52,g3
n23,g87,g91
n24,g65,g26
n54,g97,g74
n16,g17,g69
n17,g57,g75
n18,g38,g95
n63,g84,g46
n9,g62,g45
n25,g27,g3
n30,g98,g80
n31,g39,g88
n10,g24,g68
n43,g49,g37
n68,g44,g51
n34,g90,g17
n8,g42,g76
n53,g67,g31
n55,g47,g10
n38,g58,g14
n33,g5,g33
n62,g20,g50
n11,g31,g50
n27,g0,g66
n50,g1,g40
n44,g33,g17
n12,g22,g2
n67,g65,g4
n0,g58,g63
n22,g31,g44
n58,g93,g54
n36,g16,g8
n42,g26,g33
n61,g59,g19
n3,g62,g93
n29,g44,g69
n47,g5,g0
n49,g74,g17
n52,g36,g70
n59,g25,g15
n57,g13,g5
n66,g21,g82
n37,g29,g82
n13,g68,g4
n40,g44,g58
n19,g96,g88
n46,g62,g35
n7,g3,g95
n15,g67,g98
n48,g27,g10
n41,g14,g92
n64,g68,g82
n56,g75,g79
n2,g59,g1
n1,g90,g94
