n70,g56,g53
n65,g35,g25
n6,g86,g28
n35,g91,g89
n4,g48,g95
n32,g98,g20
n26,g8,g44
n21,g28,g84
n60,g92,g30
n20,g92,g16
n51,g4,g33
n69,g68,g60
n28,g29,g36
n14,g77,g44
n45,g39,g81
n39,g40,g12
n5,g66,g2
n23,g77,g91
n24,g59,g84
n54,g69,g82
n16,g94,g97
n17,g95,g13
n18,g55,g21
n63,g67,g90
n9,g63,g21
n25,g42,g77
n30,g86,g7
n31,g3,g76
n10,g2,g44
n43,g7,g78
n68,g25,g12
n34,g2,g14
n8,g69,g43
n53,g24,g44
n55,g46,g63
n38,g79,g85
n33,g79,g95
n62,g36,g0
n11,g63,g32
n27,g37,g71
n50,g2,g24
n44,g24,g46
n12,g25,g44
n67,g84,g58
n0,g47,g55
n22,g62,g68
n58,g49,g3
n36,g53,g35
n42,g92,g88
n61,g97,g22
n3,g21,g81
n29,g62,g85
n47,g57,g34
n49,g67,g55
n52,g62,g30
n59,g31,g58
n57,g14,g18
n66,g55,g97
n37,g5,g73
n13,g62,g36
n40,g66,g29
n19,g90,g47
n46,g39,g30
n7,g2,g82
n15,g88,g19
n48,g75,g9
n41,g14,g86
n64,g96,g27
n56,g41,g0
n2,g1,g90
n1,g14,g89
