n70,g60,g95
n65,g76,g65
n6,g72,g30
n35,g90,g27
n4,g82,g94
n32,g65,g42
n26,g11,g31
n21,g35,g50
n60,g0,g56
n20,g89,g62
n51,g91,g35
n69,g88,g97
n28,g35,g96
n14,g67,g51
n45,g89,g17
n39,g83,g34
n5,g11,g35
n23,g70,g10
n24,g22,g59
n54,g70,g16
n16,g48,g45
n17,g11,g19
n18,g17,g16
n63,g25,g58
n9,g94,g53
n25,g14,g97
n30,g9,g15
n31,g45,g67
n10,g0,g61
n43,g21,g22
n68,g67,g39
n34,g85,g51
n8,g52,g54
n53,g96,g48
n55,g75,g79
n38,g83,g74
n33,g91,g27
n62,g74,g44
n11,g34,g57
n27,g45,g91
n50,g91,g6
n44,g0,g53
n12,g86,g3
n67,g10,g72
n0,g96,g92
n22,g23,g82
n58,g14,g31
n36,g57,g58
n42,g85,g7
n61,g80,g58
n3,g36,g97
n29,g78,g25
n47,g48,g37
n49,g61,g9
n52,g61,g41
n59,g80,g96
n57,g55,g28
n66,g95,g17
n37,g40,g92
n13,g44,g87
n40,g71,g64
n19,g82,g60
n46,g14,g55
n7,g45,g7
n15,g35,g43
n48,g82,g85
n41,g94,g27
n64,g78,g47
n56,g59,g36
n2,g83,g36
n1,g48,g5
