n70,g62,g39
n65,g87,g52
n6,g43,g9
n35,g38,g18
n4,g55,g29
n32,g85,g28
n72,g40,g90
n26,g93,g55
n21,g52,g22
n60,g70,g6
n20,g40,g14
n51,g21,g33
n69,g25,g31
n71,g26,g70
n28,g12,g50
n14,g99,g81
n45,g0,g95
n39,g41,g38
n5,g70,g32
n23,g41,g7
n24,g90,g60
n54,g1,g6
n16,g63,g61
n17,g38,g11
n18,g84,g71
n63,g65,g62
n9,g86,g20
n25,g83,g29
n30,g94,g28
n31,g14,g63
n10,g6,g90
n43,g28,g24
n68,g89,g4
n34,g27,g75
n8,g12,g22
n53,g23,g62
n55,g95,g26
n38,g15,g8
n33,g2,g9
n62,g67,g80
n11,g21,g0
n27,g24,g47
n50,g78,g34
n44,g73,g4
n12,g89,g95
n67,g61,g97
n0,g20,g85
n22,g36,g1
n58,g2,g85
n36,g71,g20
n42,g36,g60
n61,g89,g62
n3,g43,g62
n29,g95,g19
n47,g38,g47
n49,g12,g53
n52,g43,g21
n59,g45,g67
n57,g31,g59
n66,g93,g14
n37,g31,g87
n13,g37,g24
n40,g70,g68
n19,g11,g35
n46,g70,g27
n7,g83,g67
n15,g91,g5
n48,g6,g8
n41,g16,g29
n64,g82,g97
n56,g87,g2
n2,g30,g2
n1,g11,g54
