n70,g89,g56
n65,g50,g24
n6,g88,g39
n35,g58,g38
n4,g19,g87
n32,g88,g9
n72,g45,g26
n26,g17,g55
n21,g61,g10
n60,g49,g97
n20,g74,g88
n51,g69,g34
n69,g5,g15
n71,g9,g51
n28,g41,g21
n14,g40,g44
n45,g9,g85
n39,g62,g60
n5,g92,g53
n23,g83,g28
n24,g64,g42
n54,g53,g82
n16,g53,g93
n17,g83,g42
n18,g67,g69
n63,g36,g78
n9,g31,g36
n25,g37,g48
n30,g90,g21
n31,g93,g19
n10,g78,g94
n43,g35,g24
n68,g32,g80
n34,g17,g10
n8,g86,g37
n53,g91,g10
n55,g23,g62
n38,g39,g27
n33,g77,g62
n62,g62,g3
n11,g75,g15
n27,g98,g22
n50,g2,g53
n44,g11,g3
n12,g12,g0
n67,g4,g74
n0,g35,g17
n22,g22,g7
n58,g39,g23
n36,g28,g37
n42,g90,g20
n61,g88,g82
n3,g59,g78
n29,g77,g27
n47,g41,g40
n49,g32,g50
n52,g94,g73
n59,g45,g66
n57,g74,g55
n66,g35,g16
n37,g1,g66
n13,g56,g34
n40,g11,g80
n19,g0,g35
n46,g52,g67
n7,g85,g54
n15,g82,g62
n48,g37,g49
n41,g65,g88
n64,g7,g43
n56,g92,g6
n2,g63,g28
n1,g78,g85
