n0,g72,g68
n1,g65,g48
n2,g86,g43
n3,g45,g6
n4,g76,g36
n5,g20,g78
n6,g91,g80
n7,g57,g23
n8,g10,g6
n9,g56,g16
n10,g32,g88
n11,g57,g65
n12,g25,g22
n13,g85,g35
n14,g62,g32
n15,g98,g77
n16,g9,g90
n17,g88,g74
n18,g84,g26
n19,g59,g69
n20,g94,g3
n21,g31,g85
n22,g12,g14
n23,g86,g0
n24,g92,g33
n25,g95,g58
n26,g47,g14
n27,g35,g11
n28,g53,g97
n29,g27,g69
n30,g33,g56
n31,g21,g8
n32,g27,g71
n33,g75,g25
n34,g13,g67
n35,g96,g98
n36,g94,g30
n37,g63,g5
n38,g76,g40
n39,g11,g98
n40,g71,g81
n41,g13,g10
n42,g29,g19
n43,g85,g45
n44,g87,g4
n45,g88,g98
n46,g40,g54
n47,g73,g15
n48,g66,g43
n49,g52,g22
n50,g64,g16
n51,g31,g79
n52,g18,g99
n53,g54,g81
n54,g5,g80
n55,g23,g33
n56,g62,g58
n57,g1,g99
n58,g66,g64
n59,g50,g70
n60,g63,g83
