n70,g82,g88
n65,g54,g22
n6,g56,g28
n35,g46,g48
n4,g94,g77
n32,g40,g69
n72,g39,g99
n74,g33,g66
n26,g97,g16
n21,g6,g40
n60,g45,g89
n20,g40,g84
n73,g31,g74
n51,g43,g99
n69,g6,g35
n71,g91,g12
n28,g58,g98
n14,g97,g17
n45,g3,g89
n39,g46,g54
n5,g0,g54
n23,g58,g49
n24,g37,g31
n54,g51,g46
n16,g2,g59
n17,g40,g76
n18,g31,g39
n63,g51,g54
n9,g17,g56
n25,g42,g79
n30,g95,g85
n31,g15,g14
n10,g37,g52
n43,g66,g9
n68,g62,g83
n34,g78,g94
n8,g5,g69
n53,g92,g38
n55,g58,g34
n38,g90,g73
n33,g98,g9
n62,g94,g74
n11,g17,g67
n27,g74,g72
n50,g67,g66
n44,g2,g55
n12,g8,g22
n67,g99,g34
n75,g40,g70
n0,g24,g29
n22,g39,g72
n58,g83,g19
n36,g81,g95
n42,g54,g61
n61,g16,g68
n3,g46,g78
n29,g98,g17
n47,g92,g8
n49,g53,g14
n52,g11,g78
n59,g99,g71
n57,g45,g71
n66,g8,g48
n37,g76,g79
n13,g76,g80
n40,g29,g4
n19,g95,g23
n46,g74,g33
n7,g89,g71
n15,g74,g28
n48,g36,g18
n41,g71,g37
n76,g68,g94
n64,g70,g35
n56,g75,g26
n2,g42,g49
n1,g42,g4
