n70,g62,g66
n65,g36,g73
n6,g28,g3
n35,g29,g74
n4,g82,g60
n32,g37,g88
n72,g24,g60
n74,g33,g80
n26,g31,g45
n21,g4,g59
n60,g11,g63
n20,g61,g26
n73,g19,g27
n51,g36,g4
n69,g40,g43
n71,g9,g8
n28,g91,g29
n14,g47,g10
n45,g1,g73
n39,g51,g41
n5,g68,g30
n23,g38,g74
n24,g0,g67
n54,g65,g16
n16,g70,g71
n17,g20,g28
n18,g24,g59
n63,g34,g94
n9,g53,g27
n25,g87,g0
n30,g61,g52
n31,g33,g64
n10,g82,g93
n43,g45,g67
n68,g87,g49
n34,g84,g60
n8,g26,g93
n53,g49,g3
n55,g88,g82
n38,g83,g5
n33,g46,g77
n62,g47,g35
n11,g43,g85
n27,g48,g67
n50,g72,g9
n44,g19,g51
n12,g57,g35
n67,g10,g64
n75,g71,g73
n0,g80,g53
n22,g48,g1
n58,g69,g3
n36,g44,g83
n42,g0,g83
n61,g97,g57
n3,g75,g65
n29,g79,g83
n47,g35,g14
n49,g52,g29
n52,g24,g28
n59,g72,g3
n57,g70,g40
n66,g76,g87
n37,g17,g14
n13,g42,g9
n40,g14,g26
n19,g74,g84
n46,g36,g50
n7,g46,g14
n15,g65,g61
n48,g94,g91
n41,g10,g91
n76,g96,g98
n64,g0,g47
n56,g49,g16
n2,g44,g52
n1,g69,g85
