n70,g1,g77
n65,g11,g32
n6,g23,g9
n35,g57,g16
n4,g89,g76
n32,g81,g8
n72,g35,g79
n83,g78,g42
n74,g80,g42
n84,g15,g40
n26,g19,g47
n21,g67,g29
n60,g23,g1
n20,g39,g12
n73,g4,g39
n51,g75,g19
n69,g99,g25
n71,g91,g69
n28,g70,g58
n77,g43,g10
n14,g35,g57
n45,g11,g38
n39,g34,g2
n5,g65,g57
n23,g18,g10
n24,g56,g52
n54,g69,g47
n16,g66,g73
n82,g32,g57
n17,g14,g15
n18,g56,g25
n63,g71,g90
n9,g12,g35
n25,g67,g60
n30,g50,g46
n31,g59,g48
n10,g15,g1
n43,g36,g3
n68,g26,g41
n34,g19,g73
n8,g16,g26
n79,g14,g42
n53,g62,g7
n55,g18,g14
n38,g28,g52
n33,g72,g2
n62,g11,g25
n11,g6,g2
n27,g70,g75
n50,g49,g22
n44,g73,g16
n12,g30,g52
n67,g55,g39
n75,g52,g58
n80,g17,g76
n0,g64,g90
n22,g24,g33
n81,g7,g83
n58,g91,g96
n36,g30,g32
n42,g7,g37
n61,g18,g85
n78,g69,g61
n3,g63,g99
n29,g81,g42
n47,g89,g70
n49,g10,g5
n52,g65,g94
n59,g73,g5
n57,g55,g17
n66,g32,g84
n37,g68,g35
n13,g53,g2
n40,g42,g31
n19,g31,g87
n46,g28,g53
n7,g29,g30
n15,g63,g61
n48,g91,g38
n41,g6,g34
n76,g75,g4
n64,g94,g80
n56,g69,g89
n2,g34,g21
n1,g16,g62
