n70,g9,g31
n65,g13,g6
n6,g8,g74
n35,g18,g26
n4,g40,g33
n32,g41,g66
n72,g22,g92
n83,g78,g9
n74,g54,g5
n84,g33,g4
n26,g40,g94
n21,g62,g14
n60,g29,g58
n20,g81,g42
n73,g62,g99
n51,g99,g88
n69,g83,g29
n71,g5,g87
n28,g21,g65
n77,g11,g98
n14,g45,g81
n45,g68,g50
n39,g62,g61
n5,g97,g1
n23,g22,g61
n24,g67,g51
n54,g21,g11
n16,g16,g15
n82,g69,g38
n17,g33,g15
n18,g86,g83
n63,g19,g21
n9,g53,g3
n25,g91,g1
n30,g89,g91
n31,g10,g9
n10,g91,g69
n43,g20,g55
n68,g34,g20
n34,g40,g13
n8,g30,g58
n79,g90,g89
n53,g8,g53
n55,g7,g98
n38,g93,g88
n33,g7,g61
n62,g28,g65
n11,g83,g3
n27,g80,g94
n50,g0,g10
n44,g61,g50
n12,g13,g12
n67,g17,g35
n75,g43,g23
n80,g45,g62
n0,g93,g57
n22,g26,g71
n81,g64,g11
n58,g86,g76
n36,g34,g27
n42,g14,g43
n61,g3,g64
n78,g26,g38
n3,g91,g88
n29,g35,g68
n47,g43,g84
n49,g29,g43
n52,g60,g82
n59,g19,g7
n57,g78,g82
n66,g90,g28
n37,g89,g84
n13,g83,g71
n40,g67,g73
n19,g35,g91
n46,g6,g45
n7,g4,g20
n15,g88,g52
n48,g37,g24
n41,g68,g1
n76,g49,g44
n64,g85,g15
n56,g60,g80
n2,g31,g45
n1,g41,g82
