n0,g83,g66
n1,g87,g6
n2,g55,g24
n3,g93,g13
n4,g92,g12
n5,g22,g39
n6,g53,g25
n7,g24,g68
n8,g17,g36
n9,g3,g28
n10,g66,g38
n11,g41,g33
n12,g27,g56
n13,g40,g67
n14,g76,g50
n15,g97,g98
n16,g62,g43
n17,g66,g54
n18,g6,g44
n19,g39,g48
n20,g42,g29
n21,g42,g16
n22,g33,g64
n23,g56,g7
n24,g77,g74
n25,g71,g89
n26,g32,g27
n27,g37,g35
n28,g22,g63
n29,g21,g89
n30,g63,g60
n31,g62,g22
n32,g16,g92
n33,g93,g39
n34,g25,g40
n35,g63,g70
n36,g74,g32
n37,g9,g28
n38,g14,g30
n39,g63,g25
n40,g28,g54
n41,g17,g85
n42,g43,g36
n43,g63,g15
n44,g99,g58
