n0,g81,g30
n1,g89,g58
n2,g33,g3
n3,g24,g33
n4,g98,g74
n5,g36,g98
n6,g45,g34
n7,g41,g29
n8,g88,g54
n9,g30,g61
n10,g20,g16
n11,g66,g26
n12,g96,g64
n13,g58,g96
n14,g27,g48
n15,g35,g41
n16,g80,g96
n17,g97,g16
n18,g1,g13
n19,g40,g31
n20,g65,g95
n21,g18,g51
n22,g84,g0
n23,g88,g95
n24,g35,g45
n25,g2,g61
n26,g14,g84
n27,g98,g62
n28,g0,g81
n29,g73,g49
n30,g21,g3
n31,g23,g78
n32,g9,g18
n33,g84,g6
n34,g72,g12
n35,g86,g10
n36,g73,g1
n37,g24,g28
n38,g59,g58
n39,g30,g28
n40,g93,g13
n41,g53,g47
n42,g75,g92
n43,g95,g10
n44,g56,g31
n45,g63,g86
n46,g27,g38
n47,g28,g93
n48,g29,g99
n49,g97,g6
n50,g33,g69
n51,g14,g46
n52,g62,g44
n53,g0,g79
n54,g37,g89
n55,g99,g94
n56,g89,g78
n57,g9,g7
n58,g74,g22
n59,g21,g32
n60,g8,g55
n61,g58,g63
n62,g54,g4
n63,g83,g13
n64,g31,g41
n65,g98,g12
n66,g43,g26
n67,g91,g88
n68,g71,g55
n69,g16,g64
