n0,g20,g63
n1,g79,g93
n2,g74,g91
n3,g67,g83
n4,g98,g57
n5,g65,g10
n6,g72,g31
n7,g42,g47
n8,g24,g8
n9,g61,g49
n10,g30,g22
n11,g26,g53
n12,g83,g12
n13,g64,g3
n14,g22,g36
n15,g71,g29
n16,g32,g49
n17,g22,g7
n18,g99,g59
n19,g17,g19
n20,g61,g97
n21,g39,g60
n22,g37,g46
n23,g59,g55
n24,g19,g73
n25,g41,g53
n26,g97,g14
n27,g61,g53
n28,g72,g6
n29,g10,g67
n30,g53,g13
n31,g13,g89
n32,g40,g0
n33,g92,g61
n34,g90,g39
n35,g80,g6
n36,g4,g50
n37,g46,g23
n38,g74,g42
n39,g59,g60
n40,g43,g3
n41,g16,g18
n42,g63,g80
n43,g67,g37
n44,g97,g37
n45,g89,g65
n46,g71,g22
n47,g11,g95
n48,g33,g4
n49,g36,g56
