n0,g80,g30
n1,g63,g27
n2,g31,g68
n3,g58,g32
n4,g42,g44
n5,g35,g82
n6,g96,g4
n7,g51,g12
n8,g54,g5
n9,g41,g83
n10,g12,g10
n11,g33,g57
n12,g83,g11
n13,g87,g55
n14,g54,g87
n15,g10,g82
n16,g68,g26
n17,g38,g66
n18,g4,g21
n19,g56,g44
n20,g85,g55
n21,g1,g40
n22,g32,g93
n23,g33,g69
n24,g50,g15
n25,g32,g41
n26,g49,g91
n27,g13,g66
n28,g42,g80
n29,g88,g72
n30,g66,g15
n31,g3,g81
n32,g50,g94
n33,g1,g52
n34,g46,g86
n35,g71,g88
n36,g46,g9
n37,g31,g6
n38,g59,g90
n39,g6,g49
n40,g0,g7
n41,g93,g94
n42,g16,g65
n43,g37,g25
n44,g81,g12
n45,g47,g64
n46,g93,g71
n47,g40,g70
n48,g82,g93
n49,g95,g48
n50,g6,g68
