n70,g37,g29
n65,g18,g27
n6,g62,g90
n35,g79,g34
n4,g18,g2
n32,g7,g66
n72,g46,g64
n74,g96,g22
n26,g88,g53
n21,g18,g63
n60,g55,g71
n20,g95,g74
n73,g77,g58
n51,g67,g31
n69,g22,g39
n71,g19,g89
n28,g10,g94
n14,g12,g38
n45,g42,g28
n39,g61,g2
n5,g88,g13
n23,g98,g56
n24,g54,g87
n54,g33,g0
n16,g21,g49
n17,g32,g30
n18,g41,g0
n63,g35,g65
n9,g95,g23
n25,g52,g38
n30,g94,g6
n31,g40,g88
n10,g5,g65
n43,g27,g43
n68,g52,g17
n34,g61,g67
n8,g20,g66
n53,g17,g14
n55,g34,g33
n38,g31,g85
n33,g39,g83
n62,g93,g63
n11,g82,g55
n27,g18,g26
n50,g65,g53
n44,g9,g7
n12,g20,g55
n67,g1,g49
n75,g93,g98
n0,g29,g7
n22,g27,g7
n58,g7,g54
n36,g72,g82
n42,g95,g98
n61,g17,g56
n3,g32,g17
n29,g21,g40
n47,g46,g1
n49,g74,g54
n52,g17,g77
n59,g89,g40
n57,g78,g91
n66,g70,g64
n37,g11,g27
n13,g95,g51
n40,g90,g23
n19,g34,g54
n46,g55,g2
n7,g99,g25
n15,g34,g86
n48,g38,g44
n41,g4,g48
n64,g42,g34
n56,g62,g78
n2,g74,g20
n1,g91,g98
