n0,g16,g99
n1,g29,g95
n2,g54,g46
n3,g8,g63
n4,g2,g90
n5,g75,g18
n6,g32,g87
n7,g31,g1
n8,g27,g15
n9,g65,g78
n10,g70,g29
n11,g53,g15
n12,g51,g24
n13,g95,g61
n14,g44,g79
n15,g50,g67
n16,g10,g6
n17,g81,g98
n18,g14,g65
n19,g46,g6
n20,g39,g25
n21,g54,g24
n22,g90,g11
n23,g47,g30
n24,g45,g94
n25,g0,g12
n26,g80,g50
n27,g58,g21
n28,g92,g42
n29,g90,g65
n30,g70,g90
n31,g15,g75
n32,g30,g76
n33,g99,g82
n34,g42,g19
n35,g45,g71
n36,g68,g24
n37,g74,g41
n38,g61,g8
n39,g13,g27
n40,g99,g45
n41,g2,g75
n42,g29,g4
n43,g80,g21
