n70,g82,g55
n65,g84,g37
n6,g33,g88
n35,g28,g16
n4,g79,g25
n32,g4,g82
n72,g53,g62
n74,g28,g62
n26,g77,g68
n21,g79,g16
n60,g94,g32
n20,g58,g24
n73,g97,g98
n51,g87,g70
n69,g75,g8
n71,g23,g97
n28,g73,g31
n14,g89,g75
n45,g72,g29
n39,g88,g37
n5,g80,g71
n23,g85,g8
n24,g69,g2
n54,g12,g52
n16,g51,g66
n17,g11,g50
n18,g60,g84
n63,g40,g14
n9,g49,g64
n25,g10,g38
n30,g46,g51
n31,g77,g83
n10,g56,g32
n43,g70,g43
n68,g90,g40
n34,g71,g42
n8,g85,g65
n53,g89,g22
n55,g94,g70
n38,g36,g67
n33,g49,g45
n62,g17,g58
n11,g78,g45
n27,g46,g83
n50,g51,g39
n44,g66,g45
n12,g92,g38
n67,g6,g77
n75,g29,g64
n0,g5,g19
n22,g56,g25
n58,g24,g51
n36,g94,g44
n42,g69,g48
n61,g92,g48
n3,g48,g81
n29,g41,g71
n47,g77,g4
n49,g62,g4
n52,g80,g49
n59,g45,g83
n57,g52,g71
n66,g99,g37
n37,g31,g0
n13,g71,g29
n40,g80,g85
n19,g16,g31
n46,g24,g46
n7,g6,g90
n15,g11,g26
n48,g29,g61
n41,g14,g38
n76,g46,g38
n64,g28,g90
n56,g32,g78
n2,g86,g49
n1,g93,g40
