n0,g87,g26
n1,g93,g42
n2,g12,g61
n3,g54,g29
n4,g95,g75
n5,g20,g83
n6,g90,g84
n7,g55,g57
n8,g39,g61
n9,g95,g54
n10,g4,g19
n11,g49,g97
n12,g38,g16
n13,g57,g51
n14,g93,g8
n15,g76,g28
n16,g24,g22
n17,g72,g71
n18,g12,g21
n19,g10,g4
n20,g72,g2
n21,g44,g51
n22,g29,g98
n23,g54,g70
n24,g69,g66
n25,g9,g22
n26,g94,g95
n27,g47,g59
n28,g45,g5
n29,g44,g6
n30,g0,g53
n31,g95,g81
n32,g69,g6
n33,g91,g15
n34,g95,g66
n35,g16,g31
n36,g61,g88
n37,g74,g87
n38,g68,g83
n39,g5,g28
n40,g24,g14
n41,g65,g2
n42,g85,g55
n43,g18,g63
n44,g82,g18
n45,g15,g77
n46,g61,g15
n47,g14,g61
n48,g91,g24
n49,g82,g92
n50,g58,g90
n51,g9,g12
n52,g42,g73
n53,g18,g75
n54,g79,g37
n55,g98,g72
