n0,g11,g18
n1,g13,g33
n2,g54,g24
n3,g79,g21
n4,g13,g57
n5,g53,g10
n6,g0,g66
n7,g37,g87
n8,g92,g24
n9,g85,g6
n10,g92,g35
n11,g14,g22
n12,g54,g19
n13,g97,g74
n14,g72,g38
n15,g88,g8
n16,g45,g29
n17,g21,g68
n18,g56,g45
n19,g26,g8
n20,g31,g75
n21,g51,g87
n22,g17,g1
n23,g86,g64
n24,g83,g22
n25,g12,g68
n26,g62,g37
n27,g26,g90
n28,g49,g46
n29,g19,g11
n30,g39,g16
n31,g7,g0
n32,g63,g79
n33,g95,g47
n34,g78,g66
n35,g43,g25
n36,g34,g41
n37,g54,g12
n38,g69,g93
n39,g91,g89
n40,g81,g25
n41,g51,g69
n42,g60,g10
n43,g51,g2
n44,g72,g47
n45,g43,g74
n46,g32,g53
n47,g46,g5
n48,g73,g36
n49,g19,g79
n50,g89,g60
n51,g59,g0
n52,g55,g67
n53,g34,g71
n54,g66,g67
n55,g78,g88
n56,g60,g75
n57,g53,g41
n58,g86,g66
n59,g35,g46
n60,g79,g27
n61,g14,g30
n62,g69,g9
n63,g14,g9
n64,g71,g2
n65,g10,g43
n66,g56,g25
n67,g21,g77
n68,g42,g90
n69,g32,g50
