n0,g4,g89
n1,g29,g12
n2,g21,g79
n3,g85,g30
n4,g76,g14
n5,g33,g88
n6,g64,g76
n7,g24,g56
n8,g82,g70
n9,g48,g73
n10,g79,g93
n11,g53,g79
n12,g27,g47
n13,g29,g35
n14,g32,g12
n15,g5,g97
n16,g92,g5
n17,g54,g30
n18,g85,g88
n19,g11,g20
n20,g64,g87
n21,g82,g74
n22,g49,g40
n23,g85,g69
n24,g57,g15
n25,g80,g27
n26,g84,g83
n27,g10,g24
n28,g89,g84
n29,g45,g24
n30,g24,g68
n31,g27,g16
n32,g56,g39
n33,g65,g20
n34,g94,g58
n35,g81,g6
n36,g60,g1
n37,g49,g38
n38,g41,g22
n39,g35,g98
n40,g9,g58
n41,g33,g94
n42,g0,g73
n43,g90,g94
n44,g75,g97
n45,g69,g95
n46,g70,g87
n47,g19,g58
n48,g83,g29
n49,g51,g32
n50,g59,g68
n51,g69,g81
n52,g90,g86
n53,g65,g79
n54,g39,g16
n55,g15,g33
n56,g66,g64
n57,g98,g0
n58,g9,g66
n59,g65,g40
n60,g62,g42
n61,g74,g53
