n0,g34,g54
n1,g72,g93
n2,g8,g32
n3,g88,g26
n4,g65,g88
n5,g65,g81
n6,g23,g9
n7,g97,g40
n8,g38,g65
n9,g92,g33
n10,g71,g33
n11,g54,g29
n12,g49,g57
n13,g5,g38
n14,g61,g83
n15,g90,g5
n16,g88,g42
n17,g45,g21
n18,g35,g98
n19,g30,g13
n20,g92,g95
n21,g91,g19
n22,g19,g62
n23,g81,g28
n24,g76,g59
n25,g10,g0
n26,g81,g42
n27,g49,g47
n28,g64,g51
n29,g78,g95
n30,g75,g67
n31,g92,g5
n32,g77,g76
n33,g5,g59
n34,g68,g44
n35,g61,g57
n36,g28,g48
n37,g76,g84
n38,g91,g22
n39,g18,g68
n40,g64,g78
n41,g77,g98
n42,g40,g35
n43,g45,g12
n44,g62,g95
n45,g0,g58
n46,g25,g88
n47,g10,g93
n48,g73,g72
n49,g78,g12
n50,g16,g68
n51,g7,g75
n52,g15,g11
n53,g30,g58
n54,g29,g71
n55,g2,g20
n56,g71,g38
n57,g66,g51
n58,g82,g10
n59,g83,g60
n60,g17,g59
n61,g76,g64
