n0,g82,g37
n1,g32,g63
n2,g89,g75
n3,g70,g38
n4,g93,g20
n5,g73,g64
n6,g41,g1
n7,g49,g34
n8,g6,g20
n9,g3,g54
n10,g3,g52
n11,g55,g56
n12,g87,g81
n13,g36,g42
n14,g0,g47
n15,g65,g97
n16,g86,g44
n17,g87,g30
n18,g63,g39
n19,g14,g92
n20,g87,g68
n21,g18,g47
n22,g50,g14
n23,g74,g62
n24,g1,g16
n25,g68,g59
n26,g57,g39
n27,g21,g4
n28,g38,g45
n29,g10,g77
n30,g32,g70
n31,g90,g83
n32,g49,g26
n33,g54,g26
n34,g49,g47
n35,g48,g10
n36,g66,g88
n37,g83,g8
n38,g63,g51
n39,g53,g5
n40,g65,g41
n41,g64,g46
n42,g32,g45
n43,g72,g5
n44,g80,g63
n45,g51,g21
n46,g49,g71
n47,g88,g43
n48,g49,g91
n49,g75,g93
n50,g81,g91
n51,g13,g0
n52,g28,g25
n53,g72,g19
n54,g29,g19
