n0,g58,g44
n1,g70,g0
n2,g86,g35
n3,g37,g75
n4,g4,g42
n5,g97,g80
n6,g97,g93
n7,g99,g7
n8,g46,g59
n9,g23,g93
n10,g75,g61
n11,g93,g50
n12,g90,g85
n13,g32,g74
n14,g15,g3
n15,g97,g20
n16,g80,g49
n17,g54,g38
n18,g78,g94
n19,g13,g56
n20,g99,g30
n21,g0,g46
n22,g49,g32
n23,g95,g14
n24,g1,g5
n25,g36,g2
n26,g54,g19
n27,g19,g4
n28,g0,g45
n29,g81,g92
n30,g81,g46
n31,g65,g92
n32,g64,g45
n33,g38,g39
n34,g78,g69
n35,g74,g78
n36,g5,g45
n37,g3,g31
n38,g64,g15
n39,g79,g39
n40,g76,g19
n41,g85,g62
n42,g22,g21
n43,g3,g54
n44,g56,g20
n45,g31,g95
n46,g34,g81
n47,g3,g86
n48,g49,g5
n49,g13,g79
n50,g8,g53
n51,g98,g21
n52,g99,g46
n53,g93,g4
