n70,g85,g20
n65,g29,g68
n6,g10,g3
n35,g80,g64
n4,g70,g50
n32,g0,g32
n72,g86,g59
n74,g53,g6
n26,g27,g41
n21,g55,g24
n60,g46,g21
n20,g32,g22
n73,g14,g11
n51,g43,g67
n69,g15,g22
n71,g75,g15
n28,g38,g94
n77,g69,g57
n14,g84,g61
n45,g61,g65
n39,g57,g3
n5,g44,g56
n23,g87,g27
n24,g90,g70
n54,g47,g78
n16,g25,g68
n82,g19,g31
n17,g0,g4
n18,g74,g47
n63,g88,g7
n9,g71,g9
n25,g95,g77
n30,g16,g31
n31,g11,g31
n10,g66,g27
n43,g54,g80
n68,g9,g70
n34,g39,g87
n8,g22,g5
n79,g93,g88
n53,g17,g64
n55,g15,g35
n38,g68,g38
n33,g25,g0
n62,g28,g15
n11,g91,g10
n27,g75,g37
n50,g26,g30
n44,g27,g26
n12,g81,g60
n67,g59,g95
n75,g79,g45
n80,g97,g70
n0,g45,g86
n22,g57,g51
n81,g70,g92
n58,g28,g32
n36,g12,g0
n42,g59,g7
n61,g66,g9
n78,g29,g86
n3,g68,g12
n29,g42,g10
n47,g22,g73
n49,g0,g19
n52,g21,g7
n59,g4,g51
n57,g11,g65
n66,g13,g75
n37,g52,g55
n13,g10,g97
n40,g18,g53
n19,g2,g52
n46,g4,g1
n7,g28,g55
n15,g66,g4
n48,g54,g25
n41,g4,g75
n76,g51,g73
n64,g71,g33
n56,g52,g68
n2,g53,g31
n1,g84,g67
