n70,g78,g93
n6,g50,g98
n4,g86,g29
n22,g29,g32
n21,g56,g86
n60,g86,g32
n79,g7,g69
n74,g0,g20
n69,g71,g78
n28,g18,g60
n14,g65,g15
n45,g55,g63
n5,g33,g57
n23,g5,g95
n24,g66,g80
n17,g46,g26
n54,g59,g65
n77,g17,g87
n63,g10,g23
n9,g76,g68
n25,g4,g75
n87,g1,g95
n10,g64,g75
n68,g44,g20
n34,g35,g17
n72,g81,g9
n73,g29,g3
n55,g52,g80
n44,g22,g12
n16,g88,g7
n80,g12,g86
n81,g25,g30
n75,g69,g34
n66,g15,g63
n47,g72,g12
n52,g86,g65
n59,g60,g91
n57,g24,g74
n71,g62,g92
n37,g46,g3
n31,g63,g7
n19,g60,g97
n46,g53,g88
n65,g59,g69
n85,g51,g81
n1,g77,g26
n84,g5,g39
n32,g5,g52
n26,g46,g81
n20,g67,g60
n53,g21,g14
n56,g87,g12
n76,g35,g69
n38,g11,g15
n13,g83,g51
n67,g91,g59
n41,g47,g61
n18,g33,g81
n11,g41,g24
n30,g6,g28
n35,g84,g16
n8,g94,g97
n83,g11,g55
n39,g56,g9
n33,g52,g82
n27,g46,g85
n50,g70,g48
n12,g57,g42
n82,g70,g4
n0,g19,g50
n43,g41,g31
n58,g70,g52
n36,g81,g71
n42,g36,g23
n61,g88,g68
n78,g60,g53
n3,g14,g5
n29,g12,g66
n49,g61,g41
n86,g79,g14
n62,g73,g64
n40,g20,g26
n51,g59,g96
n7,g28,g17
n15,g45,g73
n48,g76,g37
n64,g6,g33
n2,g18,g16
