n0,g56,g39
n1,g34,g85
n2,g82,g6
n3,g19,g93
n4,g78,g37
n5,g20,g40
n6,g15,g55
n7,g98,g24
n8,g41,g37
n9,g76,g16
n10,g21,g16
n11,g17,g58
n12,g66,g83
n13,g64,g22
n14,g61,g74
n15,g80,g86
n16,g52,g70
n17,g49,g24
n18,g52,g3
n19,g57,g16
n20,g8,g14
n21,g45,g77
n22,g29,g33
n23,g22,g59
n24,g99,g70
n25,g98,g56
n26,g87,g58
n27,g33,g89
n28,g19,g42
n29,g78,g15
n30,g82,g5
n31,g1,g36
n32,g71,g92
n33,g94,g51
n34,g75,g22
n35,g72,g42
n36,g28,g61
n37,g86,g6
n38,g33,g25
n39,g99,g33
n40,g18,g80
n41,g35,g56
n42,g20,g58
n43,g25,g64
n44,g31,g40
n45,g6,g8
n46,g78,g9
n47,g91,g28
n48,g7,g77
n49,g92,g1
