n0,g41,g43
n1,g64,g17
n2,g97,g54
n3,g69,g12
n4,g33,g84
n5,g58,g26
n6,g23,g42
n7,g20,g88
n8,g88,g67
n9,g23,g47
n10,g86,g78
n11,g11,g34
n12,g86,g23
n13,g66,g20
n14,g32,g31
n15,g53,g91
n16,g51,g27
n17,g96,g59
n18,g51,g33
n19,g63,g11
n20,g85,g88
n21,g9,g88
n22,g81,g17
n23,g54,g36
n24,g75,g63
n25,g30,g80
n26,g84,g41
n27,g74,g54
n28,g37,g45
n29,g25,g75
n30,g93,g33
n31,g85,g97
n32,g59,g66
n33,g61,g88
n34,g50,g61
n35,g35,g68
n36,g69,g80
n37,g48,g1
n38,g46,g83
n39,g24,g23
n40,g70,g32
n41,g76,g17
n42,g16,g78
n43,g60,g22
n44,g78,g7
n45,g63,g65
n46,g15,g18
