n0,g40,g51
n1,g52,g99
n2,g49,g56
n3,g48,g71
n4,g18,g54
n5,g76,g14
n6,g97,g24
n7,g22,g72
n8,g35,g96
n9,g15,g89
n10,g23,g71
n11,g88,g42
n12,g34,g26
n13,g46,g73
n14,g60,g24
n15,g25,g48
n16,g95,g46
n17,g42,g82
n18,g90,g67
n19,g82,g38
n20,g56,g83
n21,g24,g3
n22,g17,g26
n23,g85,g63
n24,g48,g99
n25,g51,g54
n26,g62,g98
n27,g90,g61
n28,g0,g74
n29,g75,g10
n30,g41,g81
n31,g95,g99
n32,g32,g85
n33,g8,g50
n34,g83,g55
n35,g67,g96
n36,g88,g78
n37,g83,g88
n38,g50,g35
n39,g51,g19
n40,g24,g9
n41,g67,g53
n42,g14,g53
n43,g45,g50
n44,g67,g92
n45,g28,g46
n46,g62,g58
n47,g26,g24
n48,g20,g22
