n70,g67,g0
n6,g84,g56
n4,g89,g85
n22,g98,g47
n21,g26,g39
n60,g26,g45
n79,g57,g25
n74,g60,g58
n69,g20,g87
n28,g86,g8
n14,g80,g65
n45,g73,g10
n5,g17,g6
n23,g72,g94
n24,g20,g45
n17,g17,g64
n54,g62,g67
n77,g71,g80
n63,g86,g78
n9,g21,g89
n25,g25,g46
n87,g26,g34
n10,g65,g28
n68,g74,g50
n34,g44,g60
n72,g60,g55
n73,g52,g85
n55,g39,g79
n44,g68,g46
n16,g47,g52
n80,g0,g15
n81,g4,g51
n75,g93,g8
n66,g46,g81
n47,g3,g7
n52,g91,g2
n59,g76,g68
n57,g68,g30
n71,g36,g30
n37,g82,g81
n31,g70,g66
n19,g75,g5
n46,g23,g32
n65,g3,g81
n85,g18,g55
n1,g19,g23
n84,g48,g38
n32,g30,g31
n26,g46,g20
n20,g55,g96
n53,g9,g22
n56,g0,g89
n76,g85,g36
n38,g28,g26
n13,g88,g31
n67,g43,g56
n41,g75,g72
n18,g54,g30
n11,g17,g52
n30,g69,g11
n35,g23,g67
n8,g18,g47
n83,g3,g47
n39,g62,g33
n33,g98,g55
n27,g4,g93
n50,g71,g89
n12,g95,g30
n82,g79,g10
n0,g32,g25
n43,g13,g97
n58,g49,g36
n36,g43,g63
n42,g85,g26
n61,g61,g39
n78,g98,g56
n3,g51,g89
n29,g52,g83
n49,g37,g64
n86,g41,g14
n62,g74,g91
n40,g55,g54
n51,g4,g39
n7,g65,g96
n15,g40,g77
n48,g80,g85
n64,g94,g38
n2,g10,g43
