n70,g39,g55
n6,g35,g66
n4,g17,g13
n22,g55,g60
n21,g79,g0
n60,g11,g8
n79,g51,g74
n74,g99,g63
n69,g3,g8
n28,g43,g79
n14,g46,g15
n45,g81,g40
n89,g59,g43
n5,g20,g41
n23,g25,g50
n24,g4,g96
n17,g44,g8
n54,g64,g80
n77,g98,g79
n63,g32,g22
n9,g21,g26
n25,g80,g61
n87,g51,g68
n10,g19,g22
n68,g37,g77
n34,g1,g27
n72,g40,g78
n73,g6,g8
n55,g10,g43
n44,g75,g38
n16,g57,g0
n80,g31,g39
n81,g86,g89
n75,g63,g94
n66,g8,g60
n47,g87,g35
n52,g5,g20
n59,g26,g84
n57,g70,g65
n71,g11,g80
n37,g44,g47
n31,g81,g74
n19,g76,g27
n46,g23,g56
n65,g56,g41
n85,g72,g33
n1,g6,g69
n84,g93,g44
n32,g5,g23
n26,g65,g29
n20,g93,g30
n53,g19,g9
n56,g1,g96
n76,g87,g56
n38,g4,g64
n13,g49,g63
n67,g70,g47
n41,g86,g22
n18,g43,g92
n11,g51,g41
n30,g4,g7
n35,g67,g38
n8,g36,g13
n83,g97,g3
n39,g85,g14
n33,g36,g63
n27,g37,g74
n50,g41,g24
n12,g1,g97
n82,g15,g23
n0,g90,g98
n43,g17,g14
n58,g25,g78
n36,g68,g29
n42,g35,g93
n61,g31,g37
n78,g11,g34
n3,g33,g71
n29,g38,g70
n49,g14,g49
n88,g99,g53
n86,g75,g90
n62,g9,g53
n40,g46,g34
n51,g99,g16
n7,g10,g92
n15,g62,g44
n48,g38,g10
n64,g12,g54
n2,g98,g56
