n70,g44,g81
n65,g12,g78
n6,g35,g89
n35,g77,g51
n4,g7,g95
n32,g99,g27
n72,g31,g38
n74,g17,g38
n26,g41,g14
n21,g14,g95
n60,g64,g71
n20,g33,g27
n73,g68,g89
n51,g7,g82
n69,g19,g24
n71,g71,g91
n28,g1,g12
n14,g83,g22
n45,g10,g45
n39,g16,g47
n5,g12,g51
n23,g87,g33
n24,g39,g55
n54,g15,g82
n16,g45,g15
n17,g70,g73
n18,g20,g10
n63,g18,g6
n9,g66,g74
n25,g90,g49
n30,g62,g23
n31,g85,g2
n10,g21,g56
n43,g78,g58
n68,g69,g60
n34,g72,g8
n8,g87,g25
n53,g28,g7
n55,g45,g58
n38,g34,g66
n33,g57,g23
n62,g87,g0
n11,g13,g43
n27,g45,g3
n50,g99,g42
n44,g84,g2
n12,g51,g18
n67,g97,g26
n75,g45,g75
n0,g52,g42
n22,g15,g24
n58,g97,g98
n36,g57,g27
n42,g10,g24
n61,g30,g35
n3,g63,g29
n29,g56,g88
n47,g71,g89
n49,g52,g30
n52,g85,g80
n59,g79,g36
n57,g34,g12
n66,g15,g50
n37,g51,g8
n13,g11,g5
n40,g63,g56
n19,g40,g15
n46,g42,g50
n7,g75,g50
n15,g39,g79
n48,g46,g96
n41,g1,g34
n64,g77,g27
n56,g42,g98
n2,g70,g7
n1,g29,g62
