n0,g5,g38
n1,g49,g75
n2,g63,g90
n3,g54,g48
n4,g78,g25
n5,g84,g33
n6,g37,g14
n7,g1,g58
n8,g85,g75
n9,g7,g12
n10,g66,g20
n11,g76,g78
n12,g53,g40
n13,g87,g2
n14,g54,g75
n15,g27,g61
n16,g63,g46
n17,g57,g83
n18,g9,g70
n19,g93,g97
n20,g84,g23
n21,g38,g8
n22,g40,g25
n23,g19,g35
n24,g18,g12
n25,g67,g52
n26,g83,g18
n27,g55,g2
n28,g99,g82
n29,g58,g72
n30,g18,g32
n31,g67,g1
n32,g84,g45
n33,g89,g80
n34,g34,g83
n35,g32,g56
n36,g82,g21
n37,g26,g92
n38,g19,g96
n39,g20,g43
n40,g64,g80
n41,g35,g55
n42,g75,g39
n43,g56,g16
n44,g87,g44
n45,g13,g83
n46,g40,g91
n47,g44,g82
n48,g76,g25
n49,g9,g7
n50,g60,g68
n51,g69,g23
n52,g79,g58
n53,g54,g86
n54,g56,g64
n55,g32,g99
n56,g12,g57
n57,g42,g76
n58,g26,g27
n59,g78,g46
n60,g13,g18
