n70,g21,g62
n65,g95,g75
n6,g33,g5
n35,g13,g23
n4,g12,g31
n32,g41,g66
n72,g3,g55
n83,g91,g11
n74,g67,g78
n84,g3,g53
n26,g69,g6
n21,g87,g8
n60,g44,g46
n20,g88,g30
n73,g79,g64
n51,g74,g82
n69,g82,g78
n71,g68,g87
n28,g40,g36
n77,g38,g82
n14,g61,g93
n45,g2,g98
n39,g74,g19
n5,g55,g77
n23,g46,g84
n24,g16,g0
n54,g72,g20
n16,g5,g37
n82,g34,g55
n17,g12,g42
n18,g31,g89
n63,g70,g40
n9,g6,g42
n25,g77,g22
n30,g39,g57
n31,g9,g4
n10,g2,g82
n43,g1,g81
n68,g18,g87
n34,g6,g10
n8,g5,g39
n79,g95,g52
n53,g32,g84
n55,g30,g95
n38,g95,g16
n33,g72,g39
n62,g80,g89
n11,g78,g37
n27,g72,g29
n50,g45,g76
n44,g47,g73
n12,g31,g69
n67,g52,g14
n75,g79,g51
n80,g82,g63
n0,g66,g11
n22,g15,g20
n81,g15,g88
n58,g16,g29
n36,g27,g91
n42,g38,g65
n61,g53,g23
n78,g81,g35
n3,g79,g17
n29,g12,g13
n47,g27,g68
n49,g94,g41
n52,g69,g48
n59,g62,g25
n57,g91,g89
n66,g0,g1
n37,g81,g26
n13,g63,g18
n40,g1,g60
n19,g36,g85
n46,g12,g90
n7,g35,g49
n15,g75,g28
n48,g62,g5
n41,g49,g97
n76,g26,g51
n64,g63,g64
n56,g12,g88
n2,g35,g53
n1,g3,g95
