n70,g10,g88
n6,g27,g35
n4,g74,g64
n22,g55,g0
n21,g5,g46
n60,g33,g53
n79,g72,g11
n74,g18,g83
n69,g36,g5
n28,g24,g62
n14,g38,g89
n45,g57,g63
n5,g18,g89
n23,g97,g32
n24,g7,g37
n17,g12,g98
n54,g28,g6
n77,g22,g13
n63,g52,g74
n9,g78,g52
n25,g5,g51
n87,g9,g13
n10,g95,g90
n68,g8,g41
n34,g39,g77
n72,g60,g0
n73,g94,g6
n55,g20,g15
n44,g51,g69
n16,g64,g26
n80,g39,g96
n81,g80,g53
n75,g3,g83
n66,g27,g30
n47,g20,g67
n52,g47,g36
n59,g58,g39
n57,g77,g80
n71,g75,g16
n37,g53,g34
n31,g12,g65
n19,g93,g62
n46,g98,g30
n65,g5,g79
n85,g57,g68
n1,g46,g33
n84,g32,g93
n32,g52,g86
n26,g27,g92
n20,g37,g32
n53,g29,g14
n56,g30,g52
n76,g92,g57
n38,g58,g66
n13,g34,g42
n67,g42,g21
n41,g25,g84
n18,g49,g16
n11,g12,g1
n30,g3,g90
n35,g75,g59
n8,g91,g31
n83,g67,g69
n39,g4,g74
n33,g73,g72
n27,g23,g20
n50,g46,g74
n12,g46,g97
n82,g65,g94
n0,g85,g62
n43,g5,g68
n58,g54,g82
n36,g49,g44
n42,g86,g6
n61,g17,g91
n78,g51,g52
n3,g0,g7
n29,g59,g94
n49,g95,g50
n88,g33,g96
n86,g76,g64
n62,g40,g54
n40,g85,g45
n51,g93,g14
n7,g34,g86
n15,g70,g44
n48,g49,g0
n64,g53,g69
n2,g81,g84
