n70,g61,g91
n6,g77,g97
n4,g5,g9
n22,g79,g67
n21,g46,g63
n60,g63,g28
n79,g36,g77
n74,g80,g12
n69,g8,g22
n28,g80,g7
n14,g18,g74
n45,g75,g95
n5,g98,g24
n23,g62,g61
n24,g86,g80
n17,g95,g25
n54,g42,g58
n77,g23,g30
n63,g38,g53
n9,g66,g92
n25,g89,g81
n10,g69,g16
n68,g55,g11
n34,g49,g1
n72,g12,g87
n73,g1,g42
n55,g86,g4
n44,g57,g94
n16,g76,g91
n80,g86,g10
n81,g63,g76
n75,g24,g49
n66,g8,g58
n47,g41,g84
n52,g15,g59
n59,g92,g77
n57,g69,g60
n71,g8,g79
n37,g8,g25
n31,g28,g1
n19,g48,g88
n46,g60,g54
n65,g22,g88
n85,g67,g10
n1,g26,g32
n84,g43,g40
n32,g45,g14
n26,g52,g24
n20,g46,g81
n53,g96,g78
n56,g71,g16
n76,g38,g45
n38,g15,g33
n13,g1,g37
n67,g83,g50
n41,g25,g94
n18,g5,g77
n11,g29,g61
n30,g18,g48
n35,g4,g57
n8,g37,g3
n83,g32,g48
n39,g24,g4
n33,g51,g81
n27,g98,g19
n50,g8,g57
n12,g41,g60
n82,g46,g25
n0,g85,g6
n43,g35,g80
n58,g26,g2
n36,g99,g4
n42,g18,g57
n61,g62,g99
n78,g95,g18
n3,g92,g87
n29,g80,g76
n49,g42,g76
n62,g0,g43
n40,g25,g73
n51,g63,g30
n7,g68,g16
n15,g11,g72
n48,g35,g41
n64,g73,g18
n2,g26,g33
