n0,g65,g59
n1,g96,g24
n2,g38,g19
n3,g80,g83
n4,g34,g83
n5,g36,g64
n6,g71,g54
n7,g35,g28
n8,g8,g72
n9,g97,g98
n10,g74,g2
n11,g18,g41
n12,g57,g60
n13,g78,g28
n14,g27,g9
n15,g1,g13
n16,g48,g12
n17,g9,g73
n18,g69,g58
n19,g17,g20
n20,g26,g82
n21,g93,g96
n22,g75,g21
n23,g80,g98
n24,g39,g34
n25,g94,g54
n26,g0,g19
n27,g77,g98
n28,g10,g58
n29,g26,g55
n30,g28,g71
n31,g24,g74
n32,g13,g15
n33,g95,g41
n34,g93,g78
n35,g30,g35
n36,g15,g9
n37,g87,g58
n38,g47,g68
n39,g66,g30
n40,g80,g14
n41,g11,g21
n42,g90,g95
n43,g48,g7
n44,g81,g29
