n0,g17,g3
n1,g15,g90
n2,g57,g51
n3,g46,g37
n4,g83,g96
n5,g98,g30
n6,g4,g59
n7,g82,g1
n8,g66,g86
n9,g62,g32
n10,g92,g62
n11,g36,g11
n12,g28,g24
n13,g92,g70
n14,g4,g25
n15,g64,g75
n16,g28,g21
n17,g81,g34
n18,g95,g13
n19,g99,g76
n20,g64,g90
n21,g18,g47
n22,g42,g51
n23,g13,g10
n24,g48,g55
n25,g69,g35
n26,g53,g99
n27,g22,g11
n28,g99,g79
n29,g89,g76
n30,g77,g25
n31,g25,g14
n32,g96,g10
n33,g95,g76
n34,g28,g84
n35,g70,g20
n36,g3,g49
n37,g95,g43
n38,g12,g53
n39,g66,g7
n40,g2,g36
n41,g0,g92
n42,g53,g14
n43,g84,g77
n44,g87,g15
