n0,g87,g22
n1,g46,g87
n2,g4,g72
n3,g26,g42
n4,g12,g94
n5,g26,g71
n6,g39,g53
n7,g49,g20
n8,g26,g63
n9,g78,g71
n10,g76,g19
n11,g57,g87
n12,g74,g49
n13,g19,g81
n14,g47,g81
n15,g0,g54
n16,g61,g84
n17,g31,g19
n18,g61,g21
n19,g72,g89
n20,g69,g85
n21,g79,g47
n22,g89,g1
n23,g43,g69
n24,g77,g11
n25,g9,g90
n26,g71,g28
n27,g13,g97
n28,g58,g37
n29,g68,g38
n30,g52,g13
n31,g42,g50
n32,g3,g33
n33,g21,g90
n34,g26,g49
n35,g38,g6
n36,g19,g54
n37,g83,g66
n38,g97,g40
n39,g58,g17
n40,g16,g15
n41,g23,g11
n42,g59,g29
n43,g78,g74
n44,g51,g16
n45,g44,g29
n46,g21,g3
n47,g2,g46
n48,g32,g51
