n0,g72,g75
n1,g47,g8
n2,g90,g26
n3,g27,g52
n4,g39,g20
n5,g20,g33
n6,g51,g29
n7,g37,g89
n8,g32,g60
n9,g44,g95
n10,g97,g72
n11,g4,g49
n12,g32,g97
n13,g33,g6
n14,g58,g19
n15,g98,g59
n16,g17,g36
n17,g55,g8
n18,g80,g50
n19,g49,g53
n20,g68,g89
n21,g17,g32
n22,g63,g12
n23,g21,g24
n24,g61,g45
n25,g33,g10
n26,g53,g4
n27,g0,g69
n28,g94,g16
n29,g61,g69
n30,g2,g89
n31,g27,g83
n32,g66,g38
n33,g21,g16
n34,g99,g89
n35,g51,g88
n36,g37,g19
n37,g83,g36
n38,g27,g22
n39,g75,g32
n40,g51,g5
n41,g53,g30
n42,g32,g0
n43,g59,g78
n44,g91,g9
n45,g37,g62
n46,g52,g90
n47,g37,g24
n48,g69,g17
