n0,g19,g63
n1,g10,g37
n2,g2,g22
n3,g82,g41
n4,g49,g69
n5,g7,g92
n6,g23,g87
n7,g46,g3
n8,g89,g48
n9,g40,g6
n10,g15,g12
n11,g90,g91
n12,g43,g77
n13,g85,g25
n14,g48,g32
n15,g83,g43
n16,g52,g95
n17,g62,g39
n18,g5,g53
n19,g14,g86
n20,g38,g39
n21,g75,g25
n22,g69,g7
n23,g55,g46
n24,g42,g17
n25,g22,g42
n26,g32,g11
n27,g4,g24
n28,g87,g88
n29,g73,g5
n30,g15,g33
n31,g97,g95
n32,g7,g45
n33,g55,g90
n34,g86,g48
n35,g89,g14
n36,g79,g29
n37,g92,g4
n38,g85,g16
n39,g26,g99
n40,g38,g80
n41,g89,g69
n42,g80,g60
n43,g99,g4
n44,g39,g52
n45,g94,g27
n46,g9,g19
n47,g61,g79
n48,g22,g81
n49,g28,g80
n50,g69,g11
n51,g1,g53
n52,g80,g42
n53,g88,g76
n54,g45,g47
n55,g82,g88
n56,g41,g88
n57,g82,g45
n58,g59,g7
n59,g36,g10
n60,g63,g35
n61,g1,g67
n62,g27,g8
n63,g76,g42
n64,g27,g36
n65,g0,g8
n66,g59,g79
n67,g61,g99
n68,g62,g42
n69,g18,g6
