n70,g53,g63
n65,g20,g68
n6,g65,g76
n35,g1,g23
n4,g30,g38
n32,g54,g37
n72,g40,g66
n74,g10,g55
n26,g92,g9
n21,g21,g44
n60,g76,g79
n20,g1,g17
n73,g45,g14
n51,g39,g54
n69,g51,g66
n71,g38,g15
n28,g68,g46
n14,g67,g81
n45,g36,g21
n39,g49,g77
n5,g57,g0
n23,g97,g3
n24,g58,g69
n54,g6,g40
n16,g74,g81
n17,g12,g20
n18,g51,g6
n63,g60,g21
n9,g65,g98
n25,g97,g1
n30,g16,g54
n31,g51,g34
n10,g86,g32
n43,g2,g53
n68,g43,g45
n34,g75,g95
n8,g3,g14
n53,g98,g71
n55,g34,g89
n38,g2,g8
n33,g83,g42
n62,g47,g51
n11,g66,g5
n27,g76,g32
n50,g69,g86
n44,g19,g15
n12,g21,g35
n67,g96,g77
n75,g97,g17
n0,g65,g25
n22,g54,g1
n58,g49,g83
n36,g38,g40
n42,g13,g34
n61,g13,g20
n3,g71,g56
n29,g86,g8
n47,g73,g0
n49,g27,g47
n52,g48,g18
n59,g12,g9
n57,g75,g76
n66,g91,g98
n37,g70,g4
n13,g78,g7
n40,g22,g72
n19,g40,g97
n46,g48,g52
n7,g80,g72
n15,g86,g92
n48,g89,g45
n41,g49,g52
n76,g51,g79
n64,g5,g56
n56,g10,g97
n2,g86,g56
n1,g42,g66
