n0,g47,g59
n1,g50,g93
n2,g3,g7
n3,g62,g3
n4,g15,g85
n5,g1,g9
n6,g79,g74
n7,g13,g48
n8,g21,g1
n9,g73,g40
n10,g44,g98
n11,g92,g86
n12,g11,g60
n13,g80,g66
n14,g48,g76
n15,g44,g37
n16,g86,g62
n17,g12,g53
n18,g67,g84
n19,g95,g92
n20,g32,g39
n21,g76,g10
n22,g70,g54
n23,g85,g48
n24,g96,g49
n25,g67,g37
n26,g66,g32
n27,g14,g46
n28,g74,g43
n29,g76,g34
n30,g95,g71
n31,g13,g29
n32,g91,g29
n33,g28,g2
n34,g19,g54
n35,g83,g34
n36,g27,g70
n37,g40,g78
n38,g62,g9
n39,g69,g1
n40,g3,g60
n41,g77,g41
n42,g25,g92
n43,g10,g89
n44,g62,g85
n45,g77,g69
n46,g15,g84
n47,g54,g71
n48,g42,g37
n49,g68,g64
n50,g8,g38
n51,g26,g46
n52,g43,g31
n53,g86,g39
n54,g75,g53
n55,g44,g53
n56,g76,g75
n57,g3,g34
n58,g93,g18
n59,g17,g69
