n0,g45,g78
n1,g55,g13
n2,g60,g68
n3,g27,g8
n4,g86,g99
n5,g12,g10
n6,g51,g52
n7,g0,g34
n8,g20,g15
n9,g73,g37
n10,g14,g67
n11,g4,g96
n12,g92,g39
n13,g95,g50
n14,g53,g2
n15,g22,g46
n16,g83,g18
n17,g24,g97
n18,g77,g43
n19,g99,g15
n20,g69,g93
n21,g51,g43
n22,g42,g12
n23,g24,g72
n24,g29,g33
n25,g70,g59
n26,g55,g45
n27,g86,g15
n28,g14,g25
n29,g78,g99
n30,g50,g52
n31,g75,g30
n32,g77,g0
n33,g82,g31
n34,g38,g36
n35,g93,g30
n36,g7,g36
n37,g32,g79
n38,g34,g13
n39,g91,g39
n40,g7,g5
n41,g26,g50
n42,g80,g53
n43,g62,g40
n44,g51,g39
n45,g24,g75
n46,g61,g97
n47,g53,g5
n48,g95,g58
n49,g8,g30
n50,g68,g43
n51,g66,g16
n52,g31,g65
n53,g29,g38
n54,g27,g61
n55,g81,g46
n56,g11,g42
n57,g3,g82
n58,g35,g66
n59,g1,g72
