n0,g33,g7
n1,g40,g78
n2,g88,g92
n3,g51,g4
n4,g77,g67
n5,g88,g83
n6,g66,g76
n7,g65,g99
n8,g25,g42
n9,g75,g70
n10,g89,g41
n11,g44,g20
n12,g1,g14
n13,g9,g93
n14,g85,g54
n15,g7,g1
n16,g46,g4
n17,g61,g50
n18,g81,g47
n19,g39,g31
n20,g32,g94
n21,g38,g90
n22,g96,g70
n23,g20,g69
n24,g27,g49
n25,g80,g29
n26,g80,g30
n27,g8,g58
n28,g60,g20
n29,g87,g27
n30,g83,g69
n31,g5,g3
n32,g15,g79
n33,g98,g29
n34,g52,g57
n35,g56,g25
n36,g16,g96
n37,g77,g51
n38,g85,g65
n39,g20,g93
n40,g79,g16
n41,g13,g56
n42,g37,g26
n43,g46,g77
n44,g47,g16
n45,g28,g94
n46,g69,g22
