n0,g71,g45
n1,g44,g6
n2,g91,g20
n3,g29,g76
n4,g6,g30
n5,g22,g99
n6,g34,g52
n7,g66,g29
n8,g70,g90
n9,g7,g14
n10,g33,g60
n11,g47,g95
n12,g8,g99
n13,g26,g67
n14,g40,g24
n15,g8,g26
n16,g34,g90
n17,g1,g82
n18,g99,g96
n19,g41,g57
n20,g43,g14
n21,g68,g35
n22,g62,g58
n23,g30,g32
n24,g24,g87
n25,g22,g55
n26,g65,g75
n27,g83,g5
n28,g23,g17
n29,g29,g19
n30,g56,g63
n31,g45,g93
n32,g20,g41
n33,g88,g44
n34,g2,g18
n35,g5,g39
n36,g78,g4
n37,g80,g70
n38,g27,g53
n39,g47,g57
n40,g4,g73
n41,g29,g68
n42,g24,g90
n43,g18,g50
n44,g52,g13
n45,g40,g16
n46,g93,g54
