n0,g18,g85
n1,g68,g9
n2,g9,g70
n3,g30,g21
n4,g69,g78
n5,g36,g21
n6,g66,g55
n7,g70,g16
n8,g54,g91
n9,g12,g46
n10,g16,g90
n11,g25,g47
n12,g65,g72
n13,g89,g11
n14,g95,g53
n15,g40,g39
n16,g91,g92
n17,g95,g35
n18,g26,g43
n19,g71,g20
n20,g37,g63
n21,g72,g93
n22,g69,g83
n23,g1,g27
n24,g88,g76
n25,g3,g30
n26,g22,g5
n27,g87,g49
n28,g39,g34
n29,g71,g89
n30,g7,g51
n31,g86,g1
n32,g7,g68
n33,g46,g3
n34,g8,g1
n35,g77,g16
n36,g87,g8
n37,g50,g97
n38,g62,g32
n39,g79,g66
n40,g25,g37
n41,g65,g23
n42,g31,g57
n43,g32,g43
n44,g17,g11
n45,g37,g75
n46,g2,g95
