n70,g39,g97
n65,g76,g82
n6,g56,g14
n35,g3,g21
n4,g20,g42
n32,g42,g38
n72,g77,g50
n74,g36,g59
n26,g54,g1
n21,g1,g80
n60,g19,g23
n20,g17,g65
n73,g19,g18
n51,g46,g6
n69,g46,g58
n71,g94,g96
n28,g86,g50
n77,g49,g41
n14,g65,g5
n45,g12,g63
n39,g80,g40
n5,g37,g26
n23,g54,g58
n24,g55,g73
n54,g75,g22
n16,g9,g2
n17,g72,g63
n18,g15,g96
n63,g15,g95
n9,g14,g4
n25,g63,g75
n30,g15,g37
n31,g59,g74
n10,g57,g32
n43,g37,g32
n68,g18,g93
n34,g91,g21
n8,g77,g24
n79,g29,g62
n53,g4,g96
n55,g16,g44
n38,g29,g30
n33,g61,g80
n62,g80,g3
n11,g66,g58
n27,g33,g29
n50,g56,g60
n44,g92,g23
n12,g18,g37
n67,g90,g78
n75,g18,g71
n80,g66,g69
n0,g92,g6
n22,g10,g20
n81,g58,g96
n58,g38,g79
n36,g28,g90
n42,g46,g52
n61,g93,g7
n78,g91,g70
n3,g54,g13
n29,g0,g91
n47,g15,g77
n49,g5,g3
n52,g72,g49
n59,g35,g44
n57,g64,g88
n66,g93,g56
n37,g55,g24
n13,g40,g8
n40,g55,g67
n19,g6,g76
n46,g84,g93
n7,g46,g35
n15,g9,g46
n48,g34,g55
n41,g91,g24
n76,g23,g95
n64,g72,g41
n56,g16,g95
n2,g25,g1
n1,g80,g28
