n0,g87,g86
n1,g6,g13
n2,g79,g35
n3,g58,g75
n4,g78,g24
n5,g96,g61
n6,g19,g41
n7,g92,g7
n8,g71,g72
n9,g70,g57
n10,g25,g45
n11,g34,g74
n12,g92,g61
n13,g47,g18
n14,g63,g32
n15,g22,g5
n16,g76,g42
n17,g17,g36
n18,g46,g69
n19,g14,g92
n20,g96,g6
n21,g30,g25
n22,g33,g78
n23,g22,g67
n24,g96,g24
n25,g6,g80
n26,g49,g74
n27,g61,g67
n28,g58,g68
n29,g76,g41
n30,g16,g70
n31,g65,g92
n32,g88,g84
n33,g52,g75
n34,g15,g22
n35,g7,g10
n36,g12,g56
n37,g95,g41
n38,g39,g95
n39,g68,g4
n40,g11,g96
n41,g38,g25
n42,g79,g59
n43,g85,g21
n44,g35,g76
n45,g36,g84
n46,g85,g79
n47,g23,g25
n48,g58,g7
n49,g51,g11
n50,g88,g54
n51,g99,g55
n52,g42,g44
n53,g34,g8
n54,g96,g38
n55,g83,g71
