n0,g74,g19
n1,g18,g96
n2,g77,g39
n3,g59,g2
n4,g66,g29
n5,g51,g27
n6,g82,g27
n7,g0,g76
n8,g75,g41
n9,g42,g53
n10,g0,g41
n11,g78,g23
n12,g32,g96
n13,g31,g52
n14,g47,g36
n15,g22,g68
n16,g50,g55
n17,g6,g9
n18,g7,g55
n19,g2,g62
n20,g22,g56
n21,g41,g6
n22,g62,g67
n23,g83,g26
n24,g18,g28
n25,g18,g61
n26,g68,g50
n27,g54,g28
n28,g46,g68
n29,g33,g4
n30,g45,g13
n31,g29,g71
n32,g87,g28
n33,g85,g61
n34,g71,g6
n35,g66,g94
n36,g28,g8
n37,g41,g62
n38,g82,g56
n39,g98,g15
n40,g30,g13
n41,g61,g68
n42,g21,g84
n43,g24,g12
