n0,g65,g33
n1,g25,g35
n2,g70,g1
n3,g72,g21
n4,g13,g87
n5,g15,g1
n6,g20,g46
n7,g84,g97
n8,g36,g86
n9,g26,g17
n10,g98,g46
n11,g15,g91
n12,g67,g61
n13,g70,g3
n14,g57,g3
n15,g40,g28
n16,g68,g11
n17,g93,g23
n18,g42,g32
n19,g0,g45
n20,g97,g2
n21,g38,g94
n22,g77,g69
n23,g39,g17
n24,g18,g45
n25,g76,g94
n26,g15,g56
n27,g74,g60
n28,g28,g55
n29,g61,g22
n30,g33,g2
n31,g29,g19
n32,g84,g64
n33,g44,g98
n34,g49,g23
n35,g89,g65
n36,g55,g86
n37,g26,g66
n38,g98,g3
n39,g6,g74
n40,g6,g41
n41,g70,g27
n42,g86,g98
n43,g93,g16
n44,g2,g94
n45,g95,g80
n46,g39,g62
n47,g14,g88
n48,g44,g49
n49,g59,g54
n50,g71,g99
n51,g22,g93
n52,g43,g76
n53,g37,g20
n54,g73,g89
n55,g95,g94
n56,g25,g62
n57,g39,g85
n58,g76,g41
n59,g54,g4
n60,g64,g26
n61,g10,g75
n62,g90,g75
n63,g57,g29
n64,g43,g57
n65,g92,g32
n66,g75,g65
n67,g8,g34
