n70,g31,g37
n65,g43,g61
n6,g80,g96
n35,g78,g77
n4,g19,g47
n32,g39,g93
n72,g93,g21
n74,g41,g55
n26,g98,g43
n21,g48,g35
n60,g55,g20
n20,g62,g70
n73,g74,g84
n51,g84,g68
n69,g5,g62
n71,g29,g46
n28,g84,g35
n14,g6,g32
n45,g33,g96
n39,g33,g78
n5,g67,g56
n23,g91,g72
n24,g66,g23
n54,g95,g83
n16,g1,g13
n17,g15,g31
n18,g96,g49
n63,g45,g17
n9,g12,g68
n25,g91,g18
n30,g61,g12
n31,g25,g67
n10,g77,g90
n43,g52,g18
n68,g87,g47
n34,g35,g5
n8,g14,g71
n53,g52,g30
n55,g19,g13
n38,g43,g10
n33,g51,g23
n62,g23,g78
n11,g65,g40
n27,g52,g73
n50,g37,g6
n44,g19,g1
n12,g83,g72
n67,g11,g72
n0,g77,g39
n22,g52,g98
n58,g88,g70
n36,g68,g94
n42,g76,g45
n61,g78,g41
n3,g4,g45
n29,g71,g51
n47,g83,g73
n49,g70,g7
n52,g66,g67
n59,g49,g5
n57,g46,g61
n66,g72,g19
n37,g39,g45
n13,g99,g2
n40,g12,g88
n19,g20,g67
n46,g75,g16
n7,g39,g64
n15,g3,g75
n48,g76,g67
n41,g86,g60
n64,g50,g48
n56,g62,g57
n2,g68,g7
n1,g52,g48
