n0,g30,g66
n1,g56,g24
n2,g9,g42
n3,g23,g27
n4,g93,g68
n5,g20,g85
n6,g1,g67
n7,g38,g34
n8,g84,g71
n9,g19,g44
n10,g62,g79
n11,g20,g42
n12,g25,g13
n13,g37,g78
n14,g79,g83
n15,g82,g70
n16,g9,g14
n17,g79,g41
n18,g50,g63
n19,g57,g24
n20,g56,g30
n21,g27,g25
n22,g51,g57
n23,g40,g77
n24,g16,g49
n25,g44,g85
n26,g82,g75
n27,g91,g42
n28,g23,g47
n29,g74,g94
n30,g70,g85
n31,g58,g70
n32,g46,g11
n33,g71,g26
n34,g45,g17
n35,g6,g9
n36,g70,g29
n37,g8,g99
n38,g40,g31
n39,g56,g78
n40,g72,g55
n41,g13,g69
n42,g43,g41
n43,g45,g69
n44,g27,g68
n45,g23,g94
n46,g90,g6
n47,g0,g6
n48,g85,g84
n49,g48,g81
n50,g18,g55
n51,g99,g82
n52,g34,g67
n53,g71,g11
n54,g34,g8
n55,g0,g80
n56,g59,g44
n57,g21,g55
