n0,g40,g22
n1,g54,g43
n2,g15,g65
n3,g11,g76
n4,g93,g7
n5,g17,g69
n6,g82,g52
n7,g48,g99
n8,g29,g39
n9,g24,g98
n10,g4,g61
n11,g86,g53
n12,g9,g37
n13,g48,g91
n14,g61,g73
n15,g84,g52
n16,g69,g66
n17,g61,g31
n18,g23,g44
n19,g24,g66
n20,g25,g5
n21,g91,g84
n22,g66,g76
n23,g11,g95
n24,g24,g35
n25,g85,g79
n26,g2,g68
n27,g41,g99
n28,g86,g46
n29,g69,g53
n30,g39,g33
n31,g82,g72
n32,g25,g70
n33,g62,g21
n34,g75,g89
n35,g7,g25
n36,g65,g30
n37,g47,g94
n38,g14,g24
n39,g71,g99
n40,g81,g91
n41,g20,g89
n42,g14,g51
n43,g86,g28
n44,g91,g41
n45,g56,g16
n46,g69,g2
n47,g86,g77
n48,g0,g79
n49,g35,g76
n50,g44,g85
n51,g17,g3
n52,g28,g52
n53,g16,g68
n54,g81,g13
n55,g43,g13
n56,g31,g54
n57,g82,g44
