n0,g97,g37
n1,g57,g10
n2,g89,g28
n3,g57,g93
n4,g37,g62
n5,g82,g31
n6,g76,g94
n7,g91,g32
n8,g18,g15
n9,g28,g84
n10,g6,g15
n11,g71,g97
n12,g74,g79
n13,g99,g41
n14,g31,g0
n15,g47,g8
n16,g38,g92
n17,g40,g63
n18,g13,g97
n19,g1,g91
n20,g83,g95
n21,g28,g43
n22,g89,g34
n23,g0,g57
n24,g29,g93
n25,g61,g19
n26,g19,g89
n27,g55,g2
n28,g38,g2
n29,g21,g77
n30,g18,g21
n31,g46,g69
n32,g94,g95
n33,g24,g59
n34,g64,g7
n35,g59,g79
n36,g15,g79
n37,g91,g85
n38,g6,g90
n39,g2,g99
n40,g50,g1
n41,g39,g3
n42,g1,g10
n43,g42,g89
n44,g15,g80
n45,g33,g41
n46,g12,g18
n47,g93,g44
n48,g8,g87
n49,g1,g65
n50,g62,g42
n51,g94,g77
n52,g53,g16
n53,g57,g5
n54,g27,g5
n55,g43,g10
n56,g21,g26
n57,g98,g23
