n0,g65,g85
n1,g99,g83
n2,g76,g60
n3,g32,g65
n4,g85,g22
n5,g79,g42
n6,g15,g68
n7,g21,g8
n8,g51,g30
n9,g81,g41
n10,g50,g9
n11,g76,g11
n12,g56,g31
n13,g91,g52
n14,g58,g1
n15,g31,g55
n16,g24,g36
n17,g9,g12
n18,g58,g37
n19,g61,g73
n20,g42,g92
n21,g81,g97
n22,g23,g39
n23,g46,g79
n24,g67,g27
n25,g5,g60
n26,g60,g51
n27,g1,g90
n28,g1,g60
n29,g35,g98
n30,g94,g19
n31,g59,g80
n32,g57,g35
n33,g81,g93
n34,g59,g72
n35,g75,g58
n36,g30,g3
n37,g30,g43
n38,g89,g87
n39,g82,g8
n40,g5,g34
n41,g85,g42
n42,g98,g8
n43,g11,g73
n44,g95,g79
n45,g73,g6
n46,g47,g54
n47,g75,g65
n48,g20,g19
n49,g99,g18
n50,g24,g88
n51,g4,g91
n52,g71,g42
n53,g73,g69
n54,g43,g63
n55,g52,g62
n56,g86,g43
n57,g96,g27
n58,g50,g22
n59,g64,g69
n60,g69,g95
n61,g64,g34
n62,g50,g72
n63,g96,g41
n64,g98,g71
n65,g52,g14
