n0,g89,g15
n1,g9,g30
n2,g4,g5
n3,g74,g81
n4,g50,g13
n5,g49,g19
n6,g32,g33
n7,g11,g63
n8,g44,g22
n9,g23,g24
n10,g33,g43
n11,g87,g55
n12,g16,g44
n13,g80,g75
n14,g16,g31
n15,g18,g60
n16,g61,g21
n17,g45,g5
n18,g77,g72
n19,g15,g52
n20,g23,g86
n21,g54,g64
n22,g31,g47
n23,g33,g16
n24,g17,g49
n25,g8,g66
n26,g70,g72
n27,g30,g84
n28,g37,g22
n29,g53,g6
n30,g48,g4
n31,g3,g14
n32,g37,g6
n33,g8,g21
n34,g64,g85
n35,g97,g14
n36,g74,g79
n37,g76,g63
n38,g71,g32
n39,g72,g98
n40,g90,g27
n41,g19,g83
n42,g70,g76
n43,g71,g4
n44,g77,g46
n45,g47,g20
n46,g70,g32
n47,g34,g95
n48,g82,g17
n49,g63,g44
n50,g28,g88
n51,g72,g85
n52,g13,g1
n53,g87,g24
n54,g7,g0
n55,g21,g60
n56,g15,g70
n57,g9,g82
n58,g96,g1
n59,g94,g23
n60,g85,g63
n61,g48,g65
