n0,g40,g5
n1,g27,g1
n2,g79,g52
n3,g68,g13
n4,g22,g68
n5,g85,g96
n6,g11,g13
n7,g7,g17
n8,g60,g78
n9,g3,g10
n10,g17,g40
n11,g64,g57
n12,g37,g47
n13,g31,g42
n14,g3,g85
n15,g24,g90
n16,g27,g76
n17,g13,g16
n18,g83,g14
n19,g44,g1
n20,g1,g58
n21,g49,g24
n22,g3,g40
n23,g63,g8
n24,g89,g87
n25,g38,g62
n26,g41,g32
n27,g28,g80
n28,g16,g24
n29,g42,g34
n30,g88,g85
n31,g15,g31
n32,g77,g88
n33,g7,g29
n34,g74,g36
n35,g19,g46
n36,g7,g53
n37,g32,g94
n38,g9,g19
n39,g18,g46
n40,g63,g7
n41,g21,g24
n42,g28,g31
n43,g38,g93
n44,g42,g93
n45,g41,g63
n46,g63,g54
n47,g98,g51
n48,g88,g23
n49,g11,g26
n50,g83,g36
n51,g22,g27
n52,g77,g60
n53,g65,g91
n54,g23,g86
n55,g66,g75
n56,g44,g41
n57,g12,g28
n58,g66,g13
n59,g45,g99
n60,g32,g49
n61,g51,g41
n62,g79,g58
n63,g23,g31
n64,g46,g94
