n70,g66,g57
n65,g10,g48
n6,g45,g4
n35,g14,g27
n4,g87,g32
n32,g92,g83
n72,g77,g6
n74,g56,g29
n26,g19,g25
n21,g55,g94
n60,g9,g5
n20,g64,g32
n73,g60,g20
n51,g61,g20
n69,g26,g35
n71,g67,g88
n28,g39,g25
n14,g62,g2
n45,g51,g30
n39,g0,g51
n5,g86,g63
n23,g62,g60
n24,g98,g17
n54,g73,g95
n16,g11,g28
n17,g43,g38
n18,g45,g61
n63,g73,g20
n9,g64,g13
n25,g10,g66
n30,g8,g35
n31,g71,g39
n10,g57,g50
n43,g89,g47
n68,g77,g24
n34,g86,g65
n8,g15,g0
n53,g5,g20
n55,g79,g23
n38,g38,g79
n33,g92,g22
n62,g9,g83
n11,g49,g61
n27,g2,g78
n50,g30,g53
n44,g50,g65
n12,g55,g96
n67,g1,g58
n75,g74,g15
n0,g64,g97
n22,g0,g13
n58,g99,g2
n36,g50,g13
n42,g32,g84
n61,g61,g41
n3,g56,g69
n29,g36,g20
n47,g96,g50
n49,g62,g32
n52,g53,g18
n59,g14,g71
n57,g48,g26
n66,g72,g10
n37,g0,g74
n13,g26,g27
n40,g12,g30
n19,g92,g81
n46,g61,g37
n7,g65,g84
n15,g9,g78
n48,g72,g17
n41,g19,g3
n76,g34,g93
n64,g81,g47
n56,g71,g27
n2,g7,g96
n1,g23,g9
