n0,g32,g38
n1,g20,g28
n2,g15,g4
n3,g46,g90
n4,g86,g84
n5,g28,g0
n6,g97,g40
n7,g96,g15
n8,g96,g10
n9,g11,g45
n10,g8,g52
n11,g6,g93
n12,g45,g74
n13,g40,g77
n14,g8,g92
n15,g81,g33
n16,g89,g21
n17,g71,g30
n18,g29,g39
n19,g52,g57
n20,g97,g17
n21,g58,g29
n22,g39,g2
n23,g53,g45
n24,g48,g95
n25,g63,g3
n26,g77,g8
n27,g2,g51
n28,g83,g84
n29,g55,g74
n30,g22,g7
n31,g51,g83
n32,g87,g22
n33,g77,g32
n34,g52,g63
n35,g73,g34
n36,g24,g21
n37,g63,g58
n38,g63,g42
n39,g10,g50
n40,g6,g67
n41,g65,g87
n42,g61,g93
n43,g95,g98
n44,g95,g54
